Review ID,Date,User ID,content,Username,Rating
344,20-Jan-14,844386288,"I totally misheard and thought this was going to be a sequel about Bernie Focker. Still good, though!",Matt D,4
345,19-Jan-14,782251089,Great movie that shares a very wide range of emotions,Marks V,4
346,19-Jan-14,915108164,"Despite a minimal narrative arc, the film does contain some gripping action scenes and a sense of unpredictability that keeps us guessing until the end.",Jared D,4
347,14-Jan-14,954573411,"Kathryn Bigelow's The Hurt Locker is something I felt was different in a war film. Rather than focusing the film in the reasons why the country goes into war but rather the reason why a soldier wants to be in the war. It details on the experience of these soldiers in their placement in Iraq. This is also the film that made Kathryn Bigelow and Oscar contending director and has proven herself again in her next war film, Zero Dark Thirty.The plot of the film is a bomb squad that consists of William James (Renner), J.T. Sanborn (Mackie) and Owen Eldridge (Geraghty) doing their service until their rotation is over. The screenplay by Mark Boal captures the deep experiences of these soldiers very realistically. It doesn't try to take notice of the audience using large action and chaotic sequences but rather explore these soldiers' feelings towards their duty and the psychological trauma they endured. I enjoyed the storyline with Eldgridge trying to understand death and trying to shake the fact that one moment you are here and the next you aren't. But the main focus is on James as his reason is that he loves his job and that he would risk his own life, even though he has a ""family"" back home, to feel the adrenaline pumping. I love that it shows how is actions affect others, especially those close to him professionally and personally. Boal seems to understand the war at a more intimate level, which he did with this film, and he also can see war in a much more bigger picture like in his second film Zero Dark Thirty.Kathryn Bigelow is a filmmaker that I feel neutral to as she has entertaining films like this one and also has not-so-good ones like Blue Steel and The Loveless. I feel that her next few films after Zero Dark Thirty will really show whether or not she will be the next great director. This film is a fantastic drama of war and this is maybe because Bigelow is handling the film, and also has a great script. If this film was in the hands of more action oriented directors then this may been half an hour shorter and would spend less time on characters but instead on situations.The film doesn't move really fast in my opinion and so great editing in scenes is needed to keep the audience interested. Memorable and thrilling moments like the sniper battle do stretch for a bit with minimal action but with great editing keeps you in the edge of your seat as anything could happen.One of the stronger aspects of the film is the cinematography by Barry Ackroyd who did the other war film I enjoyed, Green Zone. This film, that Ackroyd also did for Green Zone, is very gritty by keeping the image very grainy. It's appropriate for the setting and the theme. There are moments that are captured uniquely and may be a little bit pretentious. I see it as ambitious and makes the film different from the war films in recent years. The use of shaky cam in order to create a sense chaos and anxiety may be a little too much but I have seen so many of these in films that it does not bother me so, but I do acknowledge that it is there and it isn't for everyone. The most beautiful moments that Ackroyd has captured is the slow motion events, whether it is the blowing up of a bomb or the fall of a bullet form a fired gun, it is breathtaking.Beltrami and Sanders' score is not dominating but it is eerie and dark which supports the experiences of these tortured soldiers. There are a lot of moments where it is complete silence in creating a sense of tension but when certain situations happen, their score starts to haunt the scene.The film has three convincing and breakout leads. They made these guys potential blockbuster acotrs, especially Renner. They fill in the shoes of these characters with such depth and vulnerability. I adore that these are not expendable characters that just have 2 or 3 emotions. The film includes appearances of great actors in small roles like Ralph Fiennes and Guy Pearce. Their roles may be small but it is strong and definitely something noteworthy. Their appearance feels like there is weight when something happens to them.This film is not trying to make a statement about war but the soldiers that go in and do the hard work. This film may in the future be regarded as a war classic due to its subjective approach and is well deserving of its accolades. If you want a visual spectacle in its approach to war then don't watch this but if a study of soldiers is what gets your interest then sure try this out.",Brett C,4.5
340,23-Jan-14,954855618,Worth the best picture win.,Christian H,5
341,22-Jan-14,789763347,A better version of Jarhead. Keeps you glued to the screen the whole time. A lot of intensity with surprisingly little actual action.,Chris-Meat C,4.5
342,22-Jan-14,931416474,A suspenseful movie with great action!,Cenon M,5
343,21-Jan-14,935827443,"The Hurt Locker is a masterfully directed, powerful war thriller that is full of great performances and palpably intense action scenes.",Simon S,5
810,10-Oct-12,797094205,Interesting. Grabs u. Slow and fast and loud. And very quiet. And scary for what it does to people. Good film. Terrible topic. We so have no clue what's going on.,Bastian A,4
811,10-Oct-12,851465145,"Critically acclaimed, super suspenseful scenes. Couldn't figure out what story arc was supposed to link the scenes.",Steve V,2.5
812,9-Oct-12,784395671,The story of an elite army bomb squad lead by an action junkie(Renner) who is continually putting his fellow soldiers in danger. Incredibly well acted by the two virtually unknown leads with great performances peppered in from an all-star cast of veterans. Amazing actions scenes(the first bomb is a show stopper). The film manages to really capture the constant tension of working as a soldier well filming the movie in a documentary style.,Jimmy M,4
813,8-Oct-12,791437798,One of the best war movies in existence.,Raya P,5
348,14-Jan-14,805484917,"A truly amazing war epic that depicts one of America's most complicated conflicts. Following an Army bomb squad, this action-filled film is one of the best in many years. It's superb performances, especially by the lead Jeremy Renner (""The Avengers"") , director Kathryn Bigelow's fantastic artistic talent, and the pure audacity that this one rises too is unmatchable. It almost never falters in it's suspense and thrill, and always keeps the viewer on the edge of their seats. ""The Hurt Locker"" is a movie landmark of the 21st Century, don't miss out on seeing this one.",Henry F,5
349,9-Jan-14,922498277,"Jeremy Renner is one of my favourite actors, and I've not met a person who has disliked this film",Greg T,NA
816,6-Oct-12,872758003,"An epic realistic war film about a bomb squad within the Iraq War. Every action scene is memorable due to its tense, isolated feeling, you get the true sense that war can be extremely blind and at some points your shooting at nothing just to defend yourself. Jeremy Renner puts in an award winning performance which really put him on the map as an action star, and really fits the part. He perfectly depicts a man addicted to the thrills of war, and once getting into it, he just can't get back to the simplistic lifestyle back at home, as much as he forces himself to think that he can. War becomes a part of a man's blood stream when they get too deep.",Rory R,5
817,4-Oct-12,906102546,"The Hurt Locker hits with the might of Spike Lee's Malcolm X, and the grit of Martin Scorsese's Taxi Driver. It depicts some of the most involving characters ever displayed in a war film through shots so intense and with so many cuts, you can't look away, even if you want to. It is the best movie of the decade. Jeremy Renner couldn't have found a better venture to finally display his talent to the world.",Austin L,5
719,5-Dec-12,859915285,"More proof to the fact that the oscars are a joke, A shallow supposed-to-be thrilling & realistic war piece that fails to give any insight about its main theme or anything at all, It even can't depicts its Wars Is A Drug thing in a convincing way, Not to mention the film's not so obvious one-sidedness, Mind you the film has a few interesting moments but not enough to save it from the abyss",Arash B,2
718,5-Dec-12,906690110,"I just watched it. great movie, very intense",Brian K,5
717,6-Dec-12,914768285,"Watched this for one main reason, Jeremy Renner. Great actor. The movie i was a long time ago. I remember that it was pretty good.",Stephen B,3.5
716,6-Dec-12,917175836,"This movie is getting a lot of awards and buzz. I may have been going in with too high of expectations because although it was good I don't know that it was that good. The acting was good. It was an intense story and I can't even imagine how anyone can live like that under the constant threat of attack or being blown up, and that is when they are not even doing the bomb disposal thing. My problem is that the main character makes bad decisions that throws his team into life treatening situations. And instead of learning from his mistakes he keeps going back and making more bad decisions. The movie is good, but I just didn't like the main character enough to enjoy the journey.",Gerald D,3.5
715,6-Dec-12,785974491,"so dull. they walk a bit. defuse a bomb. walk a bit more. don't bother with it, not sure why it got such great reviews. I found it really boring, nothing really happened in the whole movie.",Amy P,0.5
714,7-Dec-12,906707287,Underlines effectively the dangers of emotion and anguish during a war. It holds your attention throughout. A well deserved Oscar nomination for Jeremy Renner.,Jase H,3.5
713,7-Dec-12,820224076,"Why do I feel like I am the only person that realizes that this movie is complete drivel. Absurdly cliched characters put in completely unrealistic (but entirely predictable) situations with no semblance of character development outside of what you already know about the cookie cutter personalities from other stories. Admittedly, the first scene is fantastically shot, but it offers little outside of cinematography. From the moment you see the robot whizzing amongst the rubble you know things aren't going to end well for a character you're supposed to ""like"". Sadly, I know I'm supposed to like this character, but I just don't. Kathryn Bigelow makes it clear exactly how you are supposed to feel about the characters, but I had nothing but ambivalence throughout. Much of the problems with this movie I feel comes from an agenda on the part of the director. Too often I found the movie telling me what I should be thinking or feeling instead of making me think or feel it organically. In the end I did feel a bit of something: empathy for Jeremy Renner's character. Like him, I had become numb to the whole experience of the war which is being portrayed; a dull numbness to the struggles around me, not caring about anyone or anything [in the movie].",Matthew M,1
712,8-Dec-12,903866109,One of the greatest movies I have ever seen.,Connor Q,5
711,8-Dec-12,800871269,"It more than lives up to its opening quote - ""the rush of battle is often a potent and lethal addiction, for war is a drug"". Edge of your seat suspense without violence overkill. Jeremy Renner is great and I like that it is a film about him as an individual as much as war as a whole, i.e. it serves to promote no political agenda re the war in Iraq... refreshing.",Meredith W,3.5
710,9-Dec-12,924037073,"Story of a bomb disabling squad in the Iraq war, doesn't really have a plot, but nonetheless stays interesting with the episodic narrative structure. Shows the realistic side of the Iraq War, but overall just an okay film.",Chris C,4
915,9-Aug-12,888791820,"saw this before it got all the oscar buzz, and as soon as i saw it, i added it to the list of ""i've never seen anything so tense in my life"" list.",Zach M,4.5
914,9-Aug-12,822414140,"The BEST Movie of 2009 and well deserved the Oscar, I still can't believe all the people who doesn't get the message and the fear that involves the entire story, probably they need to watch it again and try to feel the characters but I know they'll not going to do it because they couldn't the first time",Edgar C,4.5
917,9-Aug-12,867720734,It is a great movie that I feel may just be a tad overrated. Fantastic work from Jeremy Renner as the lead.,Zack J,4
736,27-Nov-12,916547142,This film is very real. TOO real.,Brandon H,4
916,9-Aug-12,910793876,"Original, Raw, Powerful. Renner is amazing.",Tosaka T,5
911,10-Aug-12,891388859,"Brilliantly directed, brilliantly acted, brilliantly put together. One of the most impressively moving films I've ever seen.",Johanna E,5
910,11-Aug-12,800772114,"Raw! I've never fought in a war but this kinda seems accurate to me. The tension and intensity is definitely there. It also deals with the psychology of a soldier, the toll of war on the mind and how different soldiers deal with it all.",Eerik S,3.5
913,9-Aug-12,876276356,"If you hate this movie, then you can just go diffuse an IED.",Jacob L,5
298,6-May-14,790581097,Very disappointing - kings new clothes? Cannot believe this received 6 Academy awards,Private U,1
299,4-May-14,906169014,"What a piece of shit. And they say it's a better movie than Zero Dark Thirty? This is not even a movie, just a number of disconnected sketches.",Leo L,3
296,8-May-14,960580544,Awesome movie thats all that needs to be said,Scott W,5
297,6-May-14,23700254,"No Point Break.Shaky cameras galore.The first quote is faux-deep. Some scenes are exquisite. Renner is fantastic. It's not Best picture-worthy, but definitely worth seeing.I do love, however, that it's the only winner with metal closing credits.",Steve G,3
294,21-May-14,943350747,"Más allá de sus imperfecciones (pesadez, exageración, algún que otro hueco argumental y ritmo lento), es transgresora y rara; no es para todos. Sin embargo, muy a diferencia de la mayoría de películas del género deja a un lado el famoso ""orgullo americano"", reemplazándolo por una ideología del hombre que, si bien pudo ser mostrada mejor con un desarrollo de los personajes, es potente y puede llegar al espectador. A todo ello se le suma las muy buenas y convincentes actuaciones y un apartado visual brillante, dando como resultado un filme que logra ser diferente y destacar incluso con las imperfecciones anteriormente mencionadas.",Javier F,3.5
295,15-May-14,932029584,"I Did See The Bourne Legacy Back In 2012 Durning NISRA's Critics' Night Out At Classic Cinemas In Woodstock, IL.",Alex K,4
292,2-Jun-14,926778101,This is Jeremy Renner's best movie.,Angelo S,4
293,22-May-14,927356924,"A stunning film that goes to show that you don't need a ton of shots to be fired to make a scene tense as hell. Well written, and superbly acted, it's a thrilling modern war film that needs to be seen.",Mike B,5
290,5-Jun-14,787826091,"amazing film, and we'll acted",char s,5
291,3-Jun-14,916531763,Amazing third act and brilliant performances by Renner and Mackie.,Langston T,3
591,10-Feb-13,381933666,"A film concerning the Iraq war that is not over loaded with explosions, crude dialogue, or a one-sided moralistic tone, is welcome. Well done Kathryn Bigelow for this taut, technically gorgeous piece of cinema. I said it is a film concerning Iraq but really it could be any war, as it is an interesting study of the effects of intense combat on soldiers, and how its psychological hooks go deep.",pedro t,4
590,11-Feb-13,934705881,"Poderia ser um documentário ficcional, se não fosse a direção de Kathryn Bigelow que cria cenas de suspense eletrizantes e as atuações verdadeiras de todo o elenco - principalmente Jeremy Renner, que lidera o filme com perfeição.",Thiago A,3.5
593,9-Feb-13,921166014,"Woman directing a war film,good achievement",Abdulaziz A,4
592,9-Feb-13,907823031,This movie is a perfect example and re-enforces the fact that oscars ARE biased. People who rated high for the movie are doing so because they are idiots!,RJ R,0.5
595,7-Feb-13,909840246,"A very compelling movie, which has a lot of hard hitting moments. The film work itself is truly a masterpiece and the story is brilliantly played out. Renner is a star as always, I have yet to see a bad film with him on the cast list. Bigelows directorial debut is brilliant and she is someone to be watched.",Nate J,4
594,8-Feb-13,790854579,Extremely tense and nerve-racking. Very well-shot and well-acted.,Shae S,4
597,5-Feb-13,652726479,"I will review this with a story. I was watching this movie, while at work on a night shift, when there was a lull in the action of my job. I was right at the scene where the main character is attempting to diffuse a car bomb, with limited success initially. At about the peak of the scenes intensity, my pager went off and my heart nearly stopped with fear. This is a prime example of the intensity of the film. This is what I THOUGHT ""The Kingdom"" would be. While there is no true ""plot"" per se, the fact that at times I forgot that the extras likely are also actors, and that we were watching a documentary on bomb disposal, should speak volumes of the reality of the film, and therefore it's quality. Best picture? Meh, who cares. That is a popularity contest and one person's best picture is another's worst (remember, the original Star Wars is beloved by millions but didn't win best picture either). But is it worth seeing. For me, absolutely.",Darren C,3.5
596,6-Feb-13,823490849,"Hands down, best film of the year... so far",Jess L,5
195,28-Feb-15,929365825,Sergeant William James: Everyone's a coward about something. B| (Y)one of the better executed war films of recent times revolving around a crazy bomb squad specialist and his love for death it seems :D,Aakash G,4
598,4-Feb-13,783233922,"Good movie. Hard to relate to the main character, but that's not my personality. Understand though how the danger and the thrill and the feeling of importance could be an addiction.",Joel P,4
197,27-Feb-15,909998195,"Po filmie który w bezpo?rednim starciu pokona? Avatara spodziewa?em si? czego? lepszego: nuda, nuda i jeszcze raz nuda. Na uznanie zas?uguje jedynie monta? i sam d?wi?k.",Mateusz N,2.5
196,27-Feb-15,905987453,"Gripping, suspenseful, real.",Luis G,3.5
191,11-Mar-15,959471214,"An excellent, tense war movie.",Elliot T,3.5
190,15-Mar-15,922951889,One of my favourite movies and one of the best movies I've seen to date. An intense and artistic film that won't disappoint. Don't miss out on this one.,Rae K,5
193,5-Mar-15,807486817,This movie honestly feels like they tried too hard. Far too much shaky cam when it's unnecessary.I gave it 5 stars when I first watched it but upon rewatch it has dropped considerably.,Evan T,3
192,9-Mar-15,968996195,"The Hurt Locker is a good example of why it's hard for me to enjoy modern war films. Unlike films about Vietnam or WWII, The Hurt Locker and others seem to focus more on some American supposed-to-be-badass-but-in-reality-is-ASU-fraternity-level-douchebag than the actual tragic beauty that every war has. This film actually had some good moments, but the aftertaste was unbearable. The ending was so atrocious that it actually surprised me. I had some hope that it would end with him trying to pick out cereal, because that would have been an okay ending, but they just had to go and ruin it. They ruined it and that's all I have to say.",Dick T,3
270,27-Jul-14,931412053,"As his men struggle to understand his death wish, his true character is revealed that will affect every man. This movie has great acting and brilliant directing by Kathryn Bigelow.",Matthew B,4.5
271,26-Jul-14,898375055,(First and only viewing - 5/3/2010),Adam R,2.5
272,22-Jul-14,965233571,This Movie is Worth Dying For. The Hurt locker Is The Best Academy Award Winning War Movie You'll Ever See In Your Life!,Archer F,5
273,22-Jul-14,890018910,I'll have to rewatch this one. I think I missed something.,Jason E,3
274,21-Jul-14,965779643,"7,5/10good but to much hype",i C,3.5
275,19-Jul-14,907207975,"The Hurt Locker succeeds as a great film due to the direction of Kathryn Bigelow as well as the gripping suspense, the very well shot action scenes, the acting performances given by Jeremy Renner, Anthony Mackie as well as Guy Pearce and Ralph Fiennes and finally the film is incredibly realistic unlike some war films of the last few years",Ryan W,4
276,19-Jul-14,783168173,Pretty decent movie. Not sure why I enjoy watching these soldiers in the Middle east kinda movies. Is that bad?,Dave C,3
277,15-Jul-14,893316103,i cant believe i just heard about this movie. it looks spectacular!,Alejandro M,NA
278,12-Jul-14,905323498,A Hitchcockian quality and a continuous tension that doesn't let u go for a moment...,Rahul B,3
279,11-Jul-14,901074817,One of the top 10 films of the decade. That's right. Watch it!,charles b,5
738,26-Nov-12,791485036,"Upon second viewing, I liked it even more. Full of suspense and a powerhouse lead performance from Jeremy Renner",Christian B,4
524,2-Apr-13,948969001,"Regardless of whether its ""true"" or not.... This is one of the best movies I've seen.",Garrett V,5
525,31-Mar-13,781830163,"Repetitive, unengaging, stale, etc. Ironic and sad that this ended up being the picture that gave Renner his name. A lot of flat characters arguing about petty things, trying to prove their manliness. If nothing else, the film gives viewers some good reasons not to join the armed forces.",J M,1
526,30-Mar-13,817793533,adiccion a la adrenalina,Felipe P,4.5
